Java HotSpot(TM) 64-Bit Server VM (25.152-b16) for windows-amd64 JRE (1.8.0_152-b16), built on Sep 14 2017 02:29:36 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 8282740k(3275896k free), swap 12810432k(5704936k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:+ManagementServer -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2017-11-10T19:44:53.088+0500: 252.368: [Full GC (Allocation Failure) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349694K->349690K(349696K)] 481278K->481274K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.2335946 secs] [Times: user=0.38 sys=0.00, real=0.23 secs] 
2017-11-10T19:44:53.322+0500: 252.602: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481278K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0836010 secs] [Times: user=0.24 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:53.406+0500: 252.685: [Full GC (Allocation Failure) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481278K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0806999 secs] [Times: user=0.19 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:53.487+0500: 252.767: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0862263 secs] [Times: user=0.13 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:53.573+0500: 252.853: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0824061 secs] [Times: user=0.19 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:53.656+0500: 252.936: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0848173 secs] [Times: user=0.31 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:53.741+0500: 253.021: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0778961 secs] [Times: user=0.22 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:53.820+0500: 253.099: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0763821 secs] [Times: user=0.22 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:53.897+0500: 253.176: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0794606 secs] [Times: user=0.19 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:53.976+0500: 253.256: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349696K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.1090232 secs] [Times: user=0.16 sys=0.00, real=0.11 secs] 
2017-11-10T19:44:54.086+0500: 253.365: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0807762 secs] [Times: user=0.25 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:54.167+0500: 253.446: [Full GC (Allocation Failure) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12824K->12824K(1060864K)], 0.0964617 secs] [Times: user=0.22 sys=0.00, real=0.10 secs] 
2017-11-10T19:44:54.264+0500: 253.543: [Full GC (Ergonomics) [PSYoungGen: 131583K->131581K(153088K)] [ParOldGen: 349695K->349694K(349696K)] 481279K->481275K(502784K), [Metaspace: 12827K->12827K(1060864K)], 0.0926860 secs] [Times: user=0.11 sys=0.00, real=0.09 secs] 
2017-11-10T19:44:54.357+0500: 253.636: [Full GC (Ergonomics) [PSYoungGen: 131584K->131581K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481276K(502784K), [Metaspace: 12829K->12829K(1060864K)], 0.0996390 secs] [Times: user=0.22 sys=0.00, real=0.10 secs] 
2017-11-10T19:44:54.457+0500: 253.737: [Full GC (Ergonomics) [PSYoungGen: 131584K->131581K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481275K(502784K), [Metaspace: 12829K->12829K(1060864K)], 0.2217366 secs] [Times: user=0.47 sys=0.02, real=0.22 secs] 
2017-11-10T19:44:54.679+0500: 253.959: [Full GC (Ergonomics) [PSYoungGen: 131584K->131582K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481276K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.2466670 secs] [Times: user=0.27 sys=0.00, real=0.25 secs] 
2017-11-10T19:44:54.926+0500: 254.206: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481278K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0976908 secs] [Times: user=0.14 sys=0.00, real=0.10 secs] 
2017-11-10T19:44:55.025+0500: 254.304: [Full GC (Ergonomics) [PSYoungGen: 131583K->131583K(153088K)] [ParOldGen: 349694K->349694K(349696K)] 481278K->481278K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0826741 secs] [Times: user=0.14 sys=0.00, real=0.08 secs] 
2017-11-10T19:44:55.108+0500: 254.388: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0988739 secs] [Times: user=0.25 sys=0.00, real=0.10 secs] 
2017-11-10T19:44:55.207+0500: 254.487: [Full GC (Ergonomics) [PSYoungGen: 131584K->131583K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.1016434 secs] [Times: user=0.19 sys=0.00, real=0.10 secs] 
2017-11-10T19:44:55.309+0500: 254.589: [Full GC (Ergonomics) [PSYoungGen: 131584K->131584K(153088K)] [ParOldGen: 349695K->349695K(349696K)] 481279K->481279K(502784K), [Metaspace: 12834K->12834K(1060864K)], 0.0893948 secs] [Times: user=0.25 sys=0.00, real=0.09 secs] 
